name,album,artist,id,release_date,popularity,length,danceability,acousticness,energy,instrumentalness,liveness,valence,loudness,speechiness,tempo,key,time_signature,mood,"mean(d,e,v)",mood_final
Cold Arms,Wilder Mind,Mumford & Sons,7kpZ9isu48poYKpaAb0wiR,5/1/2015,0.0,0.3277678428467532,0.431,0.815,0.144,1.1e-06,0.124,0.0491,0.2872578418772907,0.039,0.6317182840100941,1.0,0.8,Sad,0.208033333,2
Cold Nights,Cold Nights,Camo Columbo,1q3AoLCoawd8Gpm9wP7sHi,1/3/2020,0.5795454545454546,0.3661706917605662,0.941,0.321,0.421,9.34e-05,0.0967,0.787,0.18844304821743063,0.0583,0.4909887588896536,1.0,0.8,Happy,0.716333333,3
Cold as Stone (feat. Charlotte Lawrence) - Lipless Remix,Cold as Stone (Remixes) (feat. Charlotte Lawrence),Kaskade,6chZg1OMXz9VN3MQCr4cNf,5/4/2018,0.6477272727272727,0.4411225121678791,0.619,0.237,0.663,0.0,0.111,0.142,0.16509591127611975,0.0366,0.568616655196146,0.6363636363636364,0.8,Happy,0.474666667,1
Colgando,Siesta,Barulinho,2dVvMXDWBY0U7VjCjOjVH9,7/31/2020,0.4090909090909091,0.5185455260980028,0.567,0.948,0.39,0.966,0.0802,0.133,0.3260745394830787,0.0301,0.4588070658407892,0.0,0.8,Sad,0.363333333,1
Collapse Into Light,Collapse Into Light,Evin Iris,3jP962JoLAn9p4wCDdx4My,10/18/2019,0.625,0.34627575124476007,0.305,0.933,0.229,0.904,0.104,0.0562,0.43621781141415583,0.0334,0.5579215416379905,0.09090909090909091,0.8,Sad,0.196733333,2
Come On Eileen,Too Rye Ay (Deluxe Edition),Dexys Midnight Runners,5uzNa0SBGOe5pPnstWHMCt,1982-08,0.011363636363636364,0.5280367611739037,0.466,0.413,0.615,0.0,0.343,0.812,0.2166214479508782,0.0492,0.49559990823583394,0.0,0.8,Happy,0.631,0
Come Out And Play (Keep ‘Em Separated),Greatest Hits,The Offspring,0Yb5Kfpf3boElZNa61wPdJ,6/21/2005,0.7727272727272727,0.38157851585634284,0.476,0.0535,0.856,6.75e-06,0.0846,0.847,0.08958065590937217,0.161,0.7280155999082358,0.6363636363636364,0.8,Happy,0.726333333,3
Coming Home,Coming Home,Zoe Connelly,30ACOtgBj1PqZs1erzFZkU,12/11/2019,0.5795454545454546,0.3333854193794816,0.198,0.854,0.139,0.856,0.0773,0.106,0.44552334713694125,0.031,0.3780913053452627,0.45454545454545453,0.8,Sad,0.147666667,2
Coming Undone,Coming Undone,Korn,261QAU5PAmYYv0KPr0vc49,2005,0.0,0.38538465545080475,0.696,0.000855,0.677,0.000247,0.0646,0.551,0.09943357608643914,0.0554,0.6888047717366369,0.18181818181818182,0.8,Happy,0.641333333,0
Consequences,Camila,Camila Cabello,7sTtHHrD0zDpmzQzH3zegz,1/12/2018,0.8409090909090909,0.3442810485885646,0.455,0.889,0.292,0.0,0.106,0.43,0.1616450092817364,0.0563,0.3869649002064694,0.0,1.0,Sad,0.392333333,1
Conversation,Conversation,Lucy Rose,4THgqBGsTYJcNcQWCV92AP,1/10/2019,0.5113636363636364,0.44284713902923184,0.242,0.901,0.137,0.0105,0.167,0.0644,0.3886905611880623,0.0322,0.42419821059876117,0.18181818181818182,0.6,Sad,0.1478,2
Count On You - ATFC's C-thru Remix,Count On You (ATFC's C-thru Remix),Autoerotique,7GL2SOvJXs8QVLX0cUADeq,7/16/2018,0.4772727272727273,0.4544874057869526,0.825,0.00735,0.925,0.808,0.057,0.567,0.17854252939216525,0.0463,0.5644643266804313,0.36363636363636365,0.8,Happy,0.772333333,3
Count That - R3HAB Edit,Count That (R3HAB Edit),Steff da Campo,1J1wnDwBjkFvDVOxNOLVjY,11/9/2018,0.4659090909090909,0.24144968970220285,0.686,0.0957,0.955,0.00621,0.0809,0.447,0.08722452282355181,0.113,0.5688368891947695,0.09090909090909091,0.8,Happy,0.696,3
Courage,Courage,Ian Wong,0gj8zftpww3PXx8xea7Ygn,2/28/2020,0.38636363636363635,0.31267639325350666,0.635,0.994,0.0302,0.952,0.107,0.237,0.6243514684182969,0.0401,0.38183987153016746,0.09090909090909091,0.2,Sad,0.300733333,2
Crash,Crash,Chris Malinchak,1FXlhqcYaiw6KuUYtXdtAi,3/7/2018,0.6477272727272727,0.4494466339874955,0.689,0.000455,0.456,0.882,0.07,0.238,0.29289828168880006,0.0339,0.578114246386786,0.18181818181818182,0.8,Happy,0.461,1
Crawling In The Dark,Hoobastank,Hoobastank,1eK4KsyjAzr2xJ86Tj5SWa,1/1/2001,0.0,0.33764490048671514,0.592,0.000295,0.932,7.59e-05,0.138,0.698,0.10688276452948735,0.0885,0.42980041293874743,0.5454545454545454,0.8,Happy,0.740666667,3
Crazy,St. Elsewhere,Gnarls Barkley,1vxw6aYJls2oq3gW0DujAo,4/24/2006,0.875,0.3423519357682595,0.855,0.0505,0.587,0.00714,0.105,0.64,0.10921509829120854,0.0336,0.5137416838724478,0.7272727272727273,0.8,Happy,0.694,3
Crazy Horses,Crazy Horses,The Osmonds,6LqbJXriVJyqJCd9jYoPqP,10/14/1972,0.5227272727272727,0.29548799802458847,0.512,0.215,0.977,0.0,0.343,0.731,0.10721595506687609,0.0671,0.5513420509291123,0.18181818181818182,0.8,Happy,0.74,3
Creep,The Best Of,Radiohead,1ytTeSRAU6IRo2itVDwtPv,4/7/2008,0.0,0.46036348343760186,0.515,0.0102,0.43,0.000141,0.129,0.104,0.23644628492550812,0.0369,0.4213856389080064,0.6363636363636364,0.8,Sad,0.349666667,2
Crossing,Crossing,The Tides,08Q4GyxnB8ak1ZwHnjwova,3/19/2020,0.45454545454545453,0.2953529601271671,0.542,0.935,0.189,0.91,0.0932,0.0755,0.3943548003236708,0.0398,0.5322321633402157,0.0,0.8,Sad,0.268833333,2
Crystal Baller - 2006 Remaster,A Collection,Third Eye Blind,0uESMJnrEKYnZoRbNTvmpB,7/18/2006,0.3522727272727273,0.4933898949212247,0.379,0.0142,0.695,1.13e-05,0.196,0.432,0.14093959731543623,0.0705,0.8886074787795366,0.0,0.8,Happy,0.502,0
Crystal Shores,Crystal Shores,Dean Valio,0gUAGl4nHShy1dzHikQKKU,5/24/2019,0.5795454545454546,0.32979726953371413,0.482,0.958,0.0257,0.923,0.104,0.144,0.6259936217811414,0.0323,0.5046111493461803,0.8181818181818182,0.8,Sad,0.217233333,2
Curiosity,Curiosity,Beau Projet,3WEdWvAScE1EcBfErseQnC,3/21/2019,0.6818181818181818,0.300594359659936,0.43,0.985,0.256,0.867,0.106,0.173,0.525679470703032,0.0641,0.6146134434503328,0.18181818181818182,0.8,Sad,0.286333333,2
Curious Morning,Curious Morning,Michael Orvind,5lZyYNi8OfFWKiX1p9zDQP,7/14/2020,0.4090909090909091,0.3515267963416304,0.391,0.969,0.231,0.954,0.116,0.0882,0.4045885096863249,0.0363,0.4954393209451709,0.2727272727272727,0.8,Sad,0.236733333,2
Cursive,As Long As - EP,Billie Marten,5Iy1wdO0tMaHwKnfFYtlel,11/13/2015,0.7045454545454546,0.46375872200133883,0.494,0.935,0.267,5.58e-05,0.128,0.166,0.274644200104717,0.0308,0.5281807754072035,0.0,0.6,Sad,0.309,2
Daar Gaat Ze,Clouseau30,Clouseau,7kMPC3vgXk3o9xUP3GWAJ0,9/1/2017,0.056818181818181816,0.43965638642444727,0.639,0.78,0.492,0.0,0.117,0.666,0.20222285687086486,0.0288,0.39932553337921545,0.45454545454545453,0.8,Happy,0.599,0
Dance Little Sister,Introducing The Hardline According To Terence Trent D'Arby,Terence Trent D'Arby,4o9Kj7onklt6xbYl3jVArp,7/6/1987,0.6022727272727273,0.4526470321563816,0.722,0.161,0.696,0.0,0.0755,0.93,0.264053500880575,0.0901,0.5294654737325075,0.18181818181818182,0.8,Happy,0.782666667,3
Dancing On My Own,Dancing On My Own,Calum Scott,02WacdrRpm4zlP8H7X6bnQ,6/3/2016,0.10227272727272728,0.5015770497305994,0.608,0.851,0.174,1.92e-05,0.0855,0.193,0.20933885477652434,0.0332,0.5146822665749026,0.09090909090909091,0.8,Sad,0.325,2
Dancing Through Sunday,Sing The Sorrow,AFI,4O5GKVbnQ8U9BxYWu0hIug,2003,0.5340909090909091,0.28293526090286336,0.555,0.00291,0.98,0.0,0.279,0.643,0.06780427435860822,0.0947,0.5234136269786649,0.2727272727272727,0.8,Happy,0.726,3
Dancing With Your Ghost,Dancing With Your Ghost,Sasha Sloan,1TQXIltqoZ5XXyfCbAeSQQ,6/28/2019,0.8863636363636364,0.38144733618456206,0.629,0.761,0.327,2.96e-05,0.103,0.381,0.1971774001618354,0.029,0.34389997705895853,1.0,0.8,Sad,0.445666667,1
Dancing With an Astronaut,Dancing With an Astronaut,Ellie Rose,43cElHKBLhVdsz0cPETPIj,9/27/2019,0.4659090909090909,0.32436295871891474,0.516,0.487,0.407,0.0235,0.252,0.17,0.18661050026179257,0.0283,0.34362927276898375,0.8181818181818182,0.8,Sad,0.364333333,1
Dani California,Stadium Arcadium,Red Hot Chili Peppers,10Nmj3JCNoMeBQ87uw5j8k,5/9/2006,0.875,0.5443184733772786,0.556,0.0193,0.913,8.59e-06,0.346,0.73,0.05616640487410157,0.0437,0.44131222757513194,0.0,0.8,Happy,0.733,3
Dark Side of the Gym,Sleep Well Beast,The National,1OdpIb0nzhDcqwkiYp0O1u,9/8/2017,0.5909090909090909,0.5596221253807586,0.642,0.726,0.475,0.786,0.12,0.453,0.2714074920272264,0.0294,0.47696719431062173,0.18181818181818182,0.6,Happy,0.523333333,0
Darkest Hour,Darkest Hour,Low Roar,36I7pi5g6XZJm3bcgqmLyE,10/18/2019,0.32954545454545453,0.34631433350116614,0.694,0.612,0.359,0.738,0.137,0.348,0.38328811461754486,0.0408,0.5738793301215875,0.8181818181818182,0.8,Happy,0.467,1
Dawning,Dawning,Light of Sun,56ag77KIUFvxJhA1gdObsq,8/26/2019,0.6590909090909091,0.3982055392545522,0.526,0.64,0.471,0.817,0.096,0.286,0.28475891284687516,0.0424,0.5504565267263134,0.0,0.8,Sad,0.427666667,1
Day 5: For Carol,5 Day Mischon,Tom Misch,3JjeC1epY5y2Jysxn5FVCB,3/31/2017,0.6363636363636364,0.7617333464513005,0.485,0.765,0.497,0.886,0.132,0.065,0.23851682612213812,0.0308,0.46275292498279424,0.18181818181818182,0.8,Sad,0.349,2
De Fléche,De Fléche,Les Manger Tous,5vymVJ2WUlLnMeQqrgwQx8,9/30/2019,0.5909090909090909,0.4496028921259402,0.435,0.668,0.333,0.834,0.084,0.074,0.37805226331572184,0.0308,0.4170773113099335,0.7272727272727273,0.8,Sad,0.280666667,2
Dear Diary,Dear Diary,Anthony Ramos,5AqPW3fH2H4ORBYTVwfHep,7/19/2019,0.0,0.41848823144723973,0.474,0.587,0.41,3.97e-06,0.114,0.37,0.22307106478176017,0.0644,0.5739160357880247,0.6363636363636364,0.6,Sad,0.418,1
Deep Dark Jungle,Deep Dark Jungle,Nicky Romero,0FTDvOs2mzgHAqL31PBXO5,3/8/2019,0.0,0.28109874549793296,0.587,0.000405,0.97,0.772,0.202,0.146,0.10738255033557045,0.216,0.5876072493691213,0.7272727272727273,0.8,Happy,0.567666667,0
Den inre skogen,Den inre skogen,Thomas Jackson,0Zl6KnmirT1PeGZvAZY9T1,1/30/2020,0.625,0.44303426297280146,0.532,0.924,0.382,0.61,0.134,0.0455,0.4208434480460755,0.0543,0.58287680660702,0.8181818181818182,0.8,Sad,0.319833333,2
Desire Lines,Split,Lush,63JP68VirmCXtWRoMTX8Xi,1994,0.4431818181818182,0.8864389156071014,0.379,0.000169,0.652,0.0043,0.077,0.0724,0.1286591460802513,0.0325,0.5553337921541638,0.8181818181818182,0.8,Sad,0.3678,1
Devotion And Desire,Bayside,Bayside,27O9FuS1UIm6ZyLplgLQAH,8/23/2005,0.6136363636363636,0.40439220406927057,0.296,0.000702,0.9,0.0,0.339,0.286,0.11704507591984388,0.0922,0.845404909382886,0.18181818181818182,0.8,Happy,0.494,1
Dew Drops,Vortex,Pieter de Graaf,0NnFglDnuZH6qKuvhZpB0r,10/11/2019,0.5681818181818182,0.6474797105559125,0.27,0.939,0.0384,0.936,0.1,0.0708,0.5833928316435814,0.0361,0.27442073870153705,1.0,0.8,Sad,0.1264,2
Dive,The Soft Cavalry,The Soft Cavalry,5TvkWUGywzfVF5HQ9uySVF,7/5/2019,0.0,0.49266454850078994,0.434,0.0418,0.531,0.00021,0.0941,0.0935,0.23918320719691563,0.0305,0.7164716678137187,0.18181818181818182,0.8,Sad,0.352833333,1
Do Bad Well (feat. Nevve),Do Bad Well (feat. Nevve),KSHMR,7zHrHnVSQwI95FGHewXDl8,10/11/2019,0.7045454545454546,0.39426050353702835,0.604,0.0512,0.894,0.000315,0.234,0.415,0.11316578609167499,0.113,0.5871254874971324,0.45454545454545453,0.8,Happy,0.637666667,0
Do It Again,Do It Again,Steve Aoki,5yzzy7Hevww3RDntQM5mG1,4/19/2019,0.0,0.3397727119275117,0.701,0.119,0.95,0.00355,0.221,0.477,0.07201675472416583,0.0675,0.5689470061940812,0.8181818181818182,0.8,Happy,0.709333333,3
Dolerme,Dolerme,ROSALÍA,2reL9PAUza4PUtbjqW1fRf,3/24/2020,0.7727272727272727,0.27774401830342244,0.545,0.785,0.478,0.00278,0.123,0.318,0.16742824503784093,0.0559,0.7971828401009406,0.7272727272727273,0.8,Sad,0.447,1
Don't Stop,Rumours,Fleetwood Mac,4SXU3lUZ1eb4JWWbkQw43Y,2/4/1977,0.0,0.370646233503674,0.686,0.0398,0.632,2.2e-06,0.0686,0.88,0.2720976724261031,0.0353,0.5458362009635238,0.8181818181818182,0.8,Happy,0.732666667,3
Don't Stop Me Now - 2011 Mix,Jazz (Deluxe Remastered Version),Queen,7hQJA50XrCWABAu5v6QZ4i,11/10/1978,0.8409090909090909,0.4039813030385456,0.563,0.0472,0.865,0.000191,0.77,0.601,0.1255890332714551,0.16,0.7170038999770589,0.45454545454545453,0.8,Happy,0.676333333,3
Don't You (Forget About Me) - Remastered,Celebrate (Greatest Hits),Simple Minds,0A4PZuepTcIQVvA5m7R0M1,3/25/2013,0.125,0.5092336985143903,0.602,0.00398,0.784,0.0852,0.0931,0.918,0.18982340901518396,0.0313,0.6103188804771738,1.0,0.8,Happy,0.768,3
Don’t Delete The Kisses,Visions Of A Life,Wolf Alice,1LomCMl5wD3MPVlC6smUHe,9/29/2017,0.6704545454545454,0.5309420050812832,0.604,0.0011,0.789,0.828,0.368,0.348,0.14895996953686516,0.0273,0.5599082358339069,0.45454545454545453,0.8,Happy,0.580333333,0
Down On The Corner,Willy And The Poor Boys (40th Anniversary Edition),Creedence Clearwater Revival,4YMLW13PuuO7o3jkIWlKAs,11/2/1969,0.0,0.32077287976032703,0.831,0.594,0.544,0.00389,0.0736,0.856,0.22104812223332856,0.0837,0.49633860977288374,0.0,0.8,Happy,0.743666667,3
Dragula,Hellbilly Deluxe,Rob Zombie,6Nm8h73ycDG2saCnZV8poF,1/1/1998,0.7954545454545454,0.4298564932972975,0.591,8.74e-05,0.963,0.000107,0.0781,0.609,0.15443381407968013,0.0531,0.5736636843312687,0.0,0.8,Happy,0.721,3
Dreams Tonite,Antisocialites,Alvvays,0DRvClQbN9znQ295sx76VC,9/8/2017,0.7045454545454546,0.3781562697131216,0.511,0.0108,0.622,4.51e-06,0.127,0.425,0.13629872911609311,0.0242,0.4585180087175958,0.18181818181818182,0.8,Happy,0.519333333,0
Drifting,Drifting,Eroded Sky,157kvk58Qr04AiuDv2aQWd,4/23/2020,0.6363636363636364,0.37534941055957777,0.616,0.71,0.202,0.678,0.0871,0.0773,0.33661764005902234,0.0383,0.6416930488644185,1.0,0.8,Sad,0.298433333,2
Driver's Seat,Fickle Heart (Plus Two Bonus Cuts),Sniff 'n' The Tears,0fJFBbpUxTwjhh1ScBQjeX,1978,0.6363636363636364,0.46442619503716437,0.754,0.0186,0.804,0.0604,0.207,0.972,0.17109334094911705,0.0368,0.6100802936453316,1.0,0.8,Happy,0.843333333,3
Duality,Vol. 3: The Subliminal Verses,Slipknot,61mWefnWQOLf90gepjOCb3,2004,0.8636363636363636,0.4873189768757246,0.354,0.000237,0.982,0.000294,0.204,0.194,0.07201675472416583,0.168,0.6596558843771507,0.36363636363636365,0.8,Happy,0.51,0
Duck And Run,The Better Life,3 Doors Down,0s8OsDxW96cl290PcsI2mX,2000,0.48863636363636365,0.4448534163623491,0.524,0.0149,0.919,7.05e-05,0.131,0.848,0.13101527916607167,0.0436,0.4034457444367974,0.36363636363636365,0.8,Happy,0.763666667,3
Dust On The Ground,Flaws,Bombay Bicycle Club,2SbIONplUQ0BvXyRgGDgCz,1/1/2010,0.0,0.4702251081750014,0.605,0.757,0.319,0.00237,0.116,0.273,0.25922223808843825,0.0306,0.5028813948153246,0.9090909090909091,0.8,Sad,0.399,1
EDM Sux,EDM Sux,FTampa,6AlzF33SOFB8vfrmABo0jV,11/9/2018,0.5568181818181818,0.3002181826599765,0.653,0.00775,0.907,0.82,0.342,0.238,0.13986862773097244,0.11,0.587653131452168,0.6363636363636364,0.8,Happy,0.599333333,0
Eagle,Eagle,Ansatz Der Maschine,7uI4m3uAKy2WWH1mJZAYzO,12/13/2019,0.3181818181818182,0.4367511425170678,0.339,0.937,0.142,0.91,0.0847,0.121,0.5143747917559142,0.0416,0.5046111493461803,0.9090909090909091,0.8,Sad,0.200666667,2
Easily,A Song For Every Moon,Bruno Major,2k9N4caeCIJLOWwWwssrEM,8/31/2017,0.8636363636363636,0.4055766793409379,0.772,0.491,0.256,0.00612,0.144,0.357,0.20336522442762625,0.0481,0.5455471438403304,0.6363636363636364,0.6,Happy,0.461666667,1
Easy Lover,Chinese Wall,Philip Bailey,7INi4pMPG4IE0Smx5y4KVf,3/20/1985,0.7727272727272727,0.5874264284598156,0.749,0.0674,0.699,0.00192,0.0763,0.935,0.3119615402922557,0.0371,0.5914384033035099,0.09090909090909091,0.8,Happy,0.794333333,3
Eden - Hunted Version,Hunted,Anna Calvi,5zfsg3FNA03fCUZzW2a9Fr,3/6/2020,0.3977272727272727,0.4973542217669516,0.158,0.965,0.0963,0.105,0.0752,0.0395,0.43374268170783953,0.0398,0.3258178481303051,0.0,0.8,Sad,0.097933333,2
Edge of Seventeen,Crystal Visions...The Very Best of Stevie Nicks,Stevie Nicks,2id8E4WvczfKHB4LHI7Np3,3/27/2007,0.7954545454545454,0.6359899145981754,0.59,0.277,0.828,5.57e-06,0.0868,0.636,0.14945975534294825,0.0439,0.5109107593484744,0.0,0.8,Happy,0.684666667,3
Eidolon,Eidolon,Monocle Twins,6KuzTwyczjBp1C4f60Y5ID,1/24/2020,0.6136363636363636,0.49707064218236674,0.553,0.862,0.24,0.946,0.0932,0.164,0.46461040506449613,0.0304,0.5918146363844918,0.9090909090909091,0.6,Sad,0.319,2
Electronic Memories (feat. Mickey Kojak),Find Paradise,k?d,2viJufnGlsjR1X51CEHpeg,10/5/2018,0.5795454545454546,0.45786721144812714,0.602,0.0992,0.926,0.0449,0.241,0.574,0.03855490504069685,0.0897,0.4588850653819683,0.45454545454545453,0.8,Happy,0.700666667,3
Emotions in Motion,Emotions in Motion,Jaakko Eino Kalevi,4UmpEQtTlhBOxDPePaK8qR,8/1/2018,0.26136363636363635,0.4956006582132943,0.651,0.199,0.503,0.644,0.0781,0.558,0.25955542862582703,0.0323,0.6104335856847902,0.0,0.8,Happy,0.570666667,0
Empty Street at Night,Empty Street at Night,Golden Sleep,6CY6TBcuh13KEk34pMnZA8,6/5/2020,0.36363636363636365,0.5922376358336564,0.211,0.903,0.0147,0.935,0.342,0.0667,0.5465276786139274,0.0456,0.779532002752925,0.18181818181818182,0.6,Sad,0.097466667,2
Enemy,Seasons - Clean,Sevendust,3eqyYjMYUHGlmtCP4C4iSX,10/7/2003,0.48863636363636365,0.3537992912439498,0.572,0.000181,0.99,0.000295,0.118,0.397,0.0474082536055976,0.066,0.4905345262674926,0.09090909090909091,0.8,Happy,0.653,3
Escaping Time,Floating,Benjamin Martins,7JrSIPcfkWhDzxWII8Jz7V,10/21/2019,0.6818181818181818,0.38649003709683954,0.32,0.64,0.256,0.862,0.112,0.191,0.4279118473035366,0.0445,0.5276944253269098,0.9090909090909091,0.8,Sad,0.255666667,2
Essential Attitudes,Honey,Peals,0T3UHut7JmCi5jcgYiMawm,9/16/2016,0.5681818181818182,0.42052151635984125,0.444,0.449,0.497,0.722,0.081,0.25,0.29989528297396356,0.0383,0.45465932553337923,0.45454545454545453,0.8,Sad,0.397,1
Event Horizon,Event Horizon,Airwaves,7lSHfDPdyGdRyG234h5ToK,10/30/2018,0.6477272727272727,0.5993097634328949,0.464,0.0665,0.38,0.898,0.114,0.0558,0.1916321576467228,0.0279,0.4588483597155311,0.6363636363636364,0.6,Sad,0.299933333,2
Every Kinda People,Double Fun,Robert Palmer,5jkUfQV3wlplyoz0PUja09,1/1/1978,0.0,0.38427927380476995,0.631,0.248,0.547,0.000119,0.0523,0.962,0.3004902660764434,0.036,0.4337370956641432,0.5454545454545454,0.8,Happy,0.713333333,3
Every Way,Every Way,Antonio Giacca,4xxyCh7xkK30LVBO81poif,7/20/2018,0.5568181818181818,0.320639770975726,0.879,0.019,0.908,2.62e-06,0.309,0.759,0.10524061116664286,0.126,0.5645147969717825,1.0,0.8,Happy,0.848666667,3
Everybody Hurts,Part Lies Part Heart Part Truth Part Garbage 1982-2011,R.E.M.,0sSxUKtpE11r5VVx1DIMww,11/11/2011,0.0,0.6112972704982705,0.282,0.568,0.476,0.0185,0.157,0.186,0.15526679042315197,0.0274,0.8607662307868779,0.18181818181818182,0.6,Sad,0.314666667,2
Everyday People,R&B: From Doo-Wop To Hip-Hop,Various Artists,7lL2lMWNtzOcf5HnEudNgn,10/8/1999,0.7159090909090909,0.2691228131094791,0.813,0.245,0.619,0.0151,0.113,0.774,0.19522585558570135,0.0294,0.5257169075476027,0.6363636363636364,0.8,Happy,0.735333333,3
Expedition,Expedition,Skytech,2MlnLVsrTJmHmdpzJQcQ6w,9/20/2019,0.5795454545454546,0.29119379288658936,0.639,0.00288,0.974,0.596,0.349,0.353,0.09829120852967775,0.057,0.5964670796054141,0.6363636363636364,0.8,Happy,0.655333333,3
Faces,Scary Kids Scaring Kids,Scary Kids Scaring Kids,2G7cxwbFSMneFgTMdnvICw,9/25/2007,0.48863636363636365,0.3968300818136747,0.368,3.44e-05,0.967,3.44e-05,0.317,0.537,0.0824408586796135,0.0566,0.8946180316586373,0.18181818181818182,0.8,Happy,0.624,0
Falling,Fine Line,Harry Styles,1ZMiCix7XSAbfAJlEZWMCp,12/13/2019,0.9886363636363636,0.46324364887831737,0.567,0.839,0.267,1.46e-06,0.089,0.0592,0.15474320529296967,0.0299,0.5047533838036247,0.36363636363636365,0.8,Sad,0.297733333,2
Falling Ashes,Slowdive,Slowdive,6Zr0mt1HdVUwTEdMwqPXsC,5/5/2017,0.5113636363636364,0.9274364212642248,0.332,0.954,0.255,0.752,0.0784,0.134,0.3260031415107811,0.0309,0.8616012846983253,0.8181818181818182,0.8,Sad,0.240333333,2
Falling Asleep,Falling Asleep,Tiz McNamara,1FunUekKzZ9Mgt3BMYCrfF,10/25/2019,0.6022727272727273,0.3904524348297462,0.537,0.899,0.201,0.00163,0.077,0.196,0.30815364843638443,0.033,0.6152190869465474,0.18181818181818182,0.8,Sad,0.311333333,2
Falling Away from Me,Issues,Korn,2F6FfZ4w8z3eJpSxPotVO5,11/9/1999,0.7954545454545454,0.5226352452770495,0.468,0.00014,0.769,0.00124,0.271,0.17,0.1674520443619401,0.041,0.4776416609314063,0.36363636363636365,0.8,Happy,0.469,1
Fantasy - R3HAB Remix,Fantasy (R3HAB Remix),Sofie Tukker,3iGMErA58MMTYT1mBkUkRf,4/19/2019,0.2159090909090909,0.3633406832531787,0.7,0.113,0.751,0.00129,0.241,0.246,0.09169879575420059,0.0566,0.5690617114016977,0.36363636363636365,0.8,Happy,0.565666667,0
Fascination,This Is Alphabeat,Alphabeat,4uqNn56KFQ7NtJ35xWZKvf,12/10/2007,0.0,0.35045420961354085,0.491,0.000285,0.831,7.88e-05,0.0761,0.828,0.12663620353181967,0.0349,0.8899655884377151,0.5454545454545454,0.8,Happy,0.716666667,3
Feeling This,blink-182,blink-182,26AYR77170U49cMcXB7aRV,11/1/2003,0.75,0.3330516828615688,0.411,0.103,0.962,0.0,0.529,0.622,0.1416535770384121,0.0917,0.7944161504932324,0.36363636363636365,0.8,Happy,0.665,3
Feels Like Flying,Feels Like Flying,Elementaries,3mMd2MGvEIDAfMfvcb9wsC,6/15/2020,0.45454545454545453,0.38211288010756733,0.416,0.882,0.11,0.873,0.116,0.347,0.32785948879051835,0.0423,0.5506951135581556,1.0,0.8,Sad,0.291,2
Feels Like We're Dying,Far Away,Johnny Goth,0IvaKmBYBLVcdP0Ft8Dwik,2/22/2017,0.5795454545454546,0.3573681499615142,0.579,0.73,0.411,0.8,0.0945,0.125,0.3110095673282879,0.0329,0.36700160587290664,0.5454545454545454,0.2,Sad,0.371666667,1
Fields After Rain,Fields After Rain,Martèn LeGrand,3OjwAIOhan5AIGS2p6fJrt,6/5/2020,0.42045454545454547,0.3395238563736923,0.474,0.973,0.161,0.907,0.113,0.357,0.4986434385263459,0.043,0.38032576278963065,0.45454545454545453,0.6,Sad,0.330666667,2
Fields Of Blossom,Fields Of Blossom,Martèn LeGrand,0BEkkhhqcCNx6VLMtshOiT,4/24/2020,0.36363636363636365,0.38157851585634284,0.42,0.98,0.135,0.941,0.0974,0.155,0.48831453186729495,0.0815,0.5455379674237211,0.36363636363636365,0.8,Sad,0.236666667,2
Fire in Cairo,A Sentimental Education,Luna,71Znjl8mUrHfSg38OQU8bb,9/22/2017,0.3522727272727273,0.40328489331041545,0.587,0.379,0.713,0.439,0.332,0.816,0.21081441287067448,0.0268,0.5966964900206471,0.09090909090909091,0.8,Happy,0.705333333,3
Fix You,Fix You,Valentin,0x4CFzoSdqVq5qTGgwZFuX,11/22/2019,0.5340909090909091,0.4629870768732168,0.5,0.671,0.185,0.0,0.0827,0.159,0.31436527202627446,0.0302,0.6430282174810736,0.09090909090909091,0.8,Sad,0.281333333,2
Fleur février,Fleur février,Jacco Wynia,16A82OAjqWawjDM8K5HCdm,2/7/2020,0.38636363636363635,0.4898094615267385,0.428,0.985,0.0517,0.945,0.11,0.13,0.5173973059165119,0.0548,0.5107180545996789,0.2727272727272727,0.8,Sad,0.203233333,2
Flex,Flex,Fedde Le Grand,43p1IlKF0PBgwkqzS2EdCk,5/14/2018,0.4772727272727273,0.3000657827471724,0.609,0.017,0.912,0.0335,0.44,0.533,0.09098481603122471,0.0486,0.5872906629961,0.0,0.8,Happy,0.684666667,3
Floating Sunbeams,Floating Sunbeams,Michael Orvind,7hJZMJqFRlypzSlxC7Kn8n,7/7/2020,0.375,0.3072922393720352,0.205,0.98,0.202,0.85,0.128,0.086,0.3796468180303679,0.0427,0.51872906629961,0.09090909090909091,0.8,Sad,0.164333333,2
